Company,Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,None,Venezuela
Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,None,Costa Rica
Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,None,Peru
Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,,Vietnam
Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,,Ghana
Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,,Madagascar
French Broad,"Norandino, batch 161208",1940,2017,70.0,United States of America,3.5,None,Peru
French Broad,Guatemala,1634,2015,73.0,United States of America,3.5,None,Guatemala
French Broad,San Andres,1209,2014,80.0,United States of America,3.0,None,Costa Rica
French Broad,Matagalpa,1295,2014,68.0,United States of America,3.25,None,Nicaragua
French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,United States of America,3.5,None,Peru
French Broad,Tumbes Coop,883,2012,70.0,United States of America,2.5,,Peru
French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,United States of America,3.5,None,Peru
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81.0,United States of America,2.0,None,Peru
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,United States of America,3.5,,Peru
French Broad,La Red,785,2011,65.0,United States of America,3.5,None,Dominican Republic
Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,United States of America,3.0,,Peru
Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,United States of America,3.5,,Peru
Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,United States of America,3.5,,Peru
Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,United States of America,3.5,,Peru
Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,United States of America,3.25,None,Dominican Republic
Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,United States of America,3.75,None,Dominican Republic
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,United States of America,3.75,None,Peru
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,United States of America,4.0,,Peru
Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,United States of America,3.5,None,Papua New Guinea
Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,United States of America,3.5,None,Papua New Guinea
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,United States of America,4.0,,Madagascar
Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,United States of America,4.0,,Papua New Guinea
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,United States of America,3.0,,Papua New Guinea
Fresco,"Ghana, #211, MR, MC",636,2011,74.0,United States of America,2.75,,Ghana
Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,United States of America,3.25,,Jamaica
Fresco,"Conacado, #212, LR, SC",642,2011,72.0,United States of America,3.5,None,Dominican Republic
Fresco,"Jamaica, #210, DR, MC",642,2011,70.0,United States of America,3.5,,Jamaica
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,United States of America,2.75,,Madagascar
Fresco,"Conacado, #213, DR, -C",682,2011,72.0,United States of America,3.25,None,Dominican Republic
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74.0,United States of America,3.0,,Madagascar
Fresco,"Chuao, #218, MR, MC",745,2011,76.0,United States of America,3.25,,Venezuela
Fresco,"Chuao, #217, DR, MC",745,2011,70.0,United States of America,4.0,,Venezuela
Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,United States of America,2.75,,Jamaica
Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,United States of America,3.0,,Jamaica
Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,United States of America,3.25,,Jamaica
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,United States of America,3.5,,Venezuela
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5,None,Nicaragua
Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,None,Nicaragua
Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,None,Nicaragua
Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,None,Nicaragua
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25,None,Nicaragua
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.0,Denmark,3.5,None,Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,,Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,,Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,,Nicaragua
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75,None,Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,,Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,,Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,,Nicaragua
Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,United States of America,3.75,,Bolivia
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,United States of America,4.0,,Costa Rica
Fruition,Gran Couva,1347,2014,70.0,United States of America,3.75,,Trinidad Tobago
Fruition,Maranon,1359,2014,76.0,United States of America,3.0,,Peru
Fruition,La Red,1046,2013,70.0,United States of America,3.75,None,Dominican Republic
Fruition,Camino Verde,1185,2013,75.0,United States of America,3.0,None,Ecuador
Fruition,Peru,863,2012,70.0,United States of America,2.5,None,Peru
Fruition,Signature Blend,753,2011,66.0,United States of America,3.25,,Costa Rica
Fruition,Costa Rica,781,2011,70.0,United States of America,3.0,None,Costa Rica
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,United States of America,2.5,,Hawaii
Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,,Madagascar
Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,,Ghana
Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,,Dominican Republic
Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,,Dominican Republic
Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,,Madagascar
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.0,United States of America,3.5,None,Belize
Glennmade,Bahia,1672,2015,66.0,United States of America,3.0,,Brazil
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,United States of America,2.75,None,Mexico
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.0,United States of America,3.25,None,Nicaragua
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,United States of America,3.25,None,Guatemala
Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,,Vietnam
Green & Black's (ICAM),Dark,15,2006,70.0,England,2.5,None,Unknown
Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,None,Madagascar
Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,,Grenada
Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,,Grenada
Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,,Grenada
Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,,Ecuador
Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,,Ghana
Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,None,Trinidad Tobago
Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,None,Venezuela
Guido Castagna,Blend,355,2009,64.0,Italy,3.25,None,Venezuela
Guittard,"Epique, Blend No. 49",1602,2015,70.0,United States of America,3.75,None,Unknown
Guittard,Haiti,1053,2013,65.0,United States of America,2.75,None,Haiti
Guittard,Nicaragua,1053,2013,65.0,United States of America,2.75,None,Nicaragua
Guittard,Jamaica,1053,2013,65.0,United States of America,3.25,,Jamaica
Guittard,Ecuador,1053,2013,65.0,United States of America,3.5,None,Ecuador
Guittard,Coucher du Soleil,654,2011,72.0,United States of America,2.75,None,Unknown
Guittard,Lever du Soleil,654,2011,61.0,United States of America,3.25,None,Unknown
Guittard,Onyx,654,2011,72.0,United States of America,3.25,None,Unknown
Guittard,Trinidad,552,2010,65.0,United States of America,3.0,,Trinidad Tobago
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,United States of America,3.0,None,Hawaii
Guittard,Nocturne,387,2009,91.0,United States of America,3.0,None,Unknown
Guittard,Complexite,387,2009,70.0,United States of America,3.5,,Unknown
Guittard,Machu Pichu,259,2008,65.0,United States of America,3.0,None,Peru
Guittard,Special Maker Reserve,276,2008,64.0,United States of America,3.0,None,Unknown
Guittard,Ocumare,276,2008,65.0,United States of America,3.5,None,Venezuela
Guittard,Quetzalcoatl,147,2007,72.0,United States of America,3.5,,Unknown
Guittard,Chucuri,15,2006,65.0,United States of America,3.0,,Colombia
Guittard,Sur del Lago,87,2006,65.0,United States of America,2.5,,Venezuela
Guittard,"Sambirano, Ambanja",87,2006,65.0,United States of America,3.5,,Madagascar
Guittard,"Los Rios, Quevedo",93,2006,65.0,United States of America,3.5,,Ecuador
Guittard,Tsaranta,93,2006,61.0,United States of America,3.5,,Unknown
Guittard,Semisweet,99,2006,61.0,United States of America,3.0,,Unknown
Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,None,Papua New Guinea
Habitual,Campesino w/ nibs,1197,2014,74.0,Canada,2.75,None,Unknown
Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,None,Dominican Republic
Habitual,Trinitario,1197,2014,70.0,Canada,3.5,,Unknown
Habitual,Downtown London,1201,2014,65.0,Canada,2.75,None,Unknown
Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,None,Unknown
Habitual,Amazonas,1201,2014,80.0,Canada,3.0,None,Unknown
Habitual,Sharkey,1201,2014,66.0,Canada,3.25,None,Hawaii
Habitual,one hundred,1205,2014,100.0,Canada,2.0,None,Unknown
Hachez,Arriba,166,2007,77.0,Germany,2.5,,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,,Ecuador
Haigh,South America and Africa,701,2011,70.0,Australia,3.0,None,Other
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.0,United States of America,3.25,None,Brazil
Harper Macaw,Brazil Blend,1696,2015,67.0,United States of America,3.0,None,Brazil
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.0,United States of America,3.5,None,Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.0,United States of America,3.5,None,Brazil
Heilemann,Peru,1876,2016,64.0,Germany,2.75,None,Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.0,United States of America,3.25,,Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.0,United States of America,3.5,,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,United States of America,3.5,,Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67.0,United States of America,3.0,,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.0,United States of America,3.75,,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.0,United States of America,3.75,None,Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.0,United States of America,3.5,None,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.0,United States of America,3.5,,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.0,United States of America,3.5,,Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,United States of America,3.75,,Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.0,United States of America,4.0,,Bolivia
hello cocoa,Uganda,1458,2015,57.0,United States of America,2.75,,Uganda
hello cocoa,Venezuela,1462,2015,74.0,United States of America,3.5,,Venezuela
hexx,Tanzania,1546,2015,70.0,United States of America,2.75,None,Tanzania
hexx,Madagascar,1546,2015,74.0,United States of America,3.0,,Madagascar
hexx,Venezuela,1546,2015,70.0,United States of America,3.0,None,Venezuela
hexx,Ecuador,1550,2015,73.0,United States of America,3.25,None,Ecuador
hexx,Peru,1550,2015,70.0,United States of America,3.25,None,Peru
Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,,Madagascar
Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,,Venezuela
Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,,Dominican Republic
Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,,Peru
Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,,Ecuador
Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,,Ecuador
Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,,Ecuador
Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,,Ecuador
Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,,Ecuador
Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75,None,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.0,Israel,3.5,None,Ecuador
Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,,Madagascar
Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,,Trinidad Tobago
Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,None,Venezuela
Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5,None,Cote d'Ivorie
Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75,None,Dominican Republic
Holy Cacao,San Martin,431,2009,70.0,Israel,3.5,None,Peru
Holy Cacao,Hispaniola w/ nibs,431,2009,75.0,Israel,3.75,None,Dominican Republic
Honest,"Ecuador, w/ nibs",1327,2014,72.0,South Africa,2.5,None,Ecuador
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70.0,England,2.75,None,Saint Lucia
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70.0,England,4.0,,Saint Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100.0,England,1.75,,Saint Lucia
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75.0,England,3.0,,Trinidad Tobago
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80.0,England,3.5,,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90.0,England,3.0,,Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72.0,England,3.0,,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82.0,England,3.5,,Ecuador
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100.0,England,2.75,None,Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100.0,England,2.5,,Ecuador
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100.0,England,2.75,None,Dominican Republic
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,England,3.5,,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80.0,England,3.0,,Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65.0,England,3.0,,Saint Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65.0,England,3.25,,Saint Lucia
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70.0,England,2.75,None,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70.0,England,3.0,None,Dominican Republic
Hotel Chocolat (Coppeneur),Chuao,600,2010,70.0,England,2.75,,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72.0,England,3.0,None,Saint Lucia
Hotel Chocolat (Coppeneur),Uganda,296,2008,80.0,England,2.5,,Uganda
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75.0,England,2.75,None,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72.0,England,3.0,,Sao Tome & Principe
Hummingbird,Lam Dong,1542,2015,70.0,Canada,3.5,,Vietnam
Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,,Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70.0,Canada,3.0,,Bolivia
Hummingbird,Momotombo,1311,2014,70.0,Canada,3.0,,Nicaragua
Hummingbird,Hispaniola,1311,2014,70.0,Canada,3.75,,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70.0,Canada,3.5,None,Dominican Republic
Hummingbird,"Ocumare, Cumboto",1097,2013,70.0,Canada,3.25,,Venezuela
Hummingbird,Amazonas,1097,2013,70.0,Canada,3.75,,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72.0,Switzerland,3.75,,Venezuela
Idilio (Felchlin),Coopertiva Amazona,725,2011,72.0,Switzerland,3.75,,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72.0,Switzerland,3.75,None,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72.0,Switzerland,3.25,,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72.0,Switzerland,3.75,,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74.0,Switzerland,4.0,,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72.0,Switzerland,3.5,,Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70.0,Switzerland,4.0,,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72.0,Switzerland,4.0,,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72.0,Switzerland,4.0,None,Venezuela
Indah,India (south),1788,2016,61.0,India,2.5,None,India
Indaphoria,La Red,821,2012,70.0,United States of America,3.25,None,Dominican Republic
Indaphoria,"Conacado, Manifesto",907,2012,70.0,United States of America,2.75,None,Dominican Republic
Indi,Honduras,1255,2014,77.0,United States of America,3.0,None,Honduras
iQ Chocolate,"Satipo region, white label",943,2012,72.0,Scotland,2.75,,Peru
iQ Chocolate,black label,943,2012,72.0,Scotland,3.0,None,Peru
Isidro,Madagascar,1275,2014,72.0,United States of America,3.5,,Madagascar
Isidro,Peru,1279,2014,72.0,United States of America,2.25,None,Peru
Isidro,Belize,1279,2014,72.0,United States of America,3.25,,Belize
Isidro,Dominican Republic,1279,2014,72.0,United States of America,3.25,None,Dominican Republic
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70.0,United States of America,3.5,,Belize
Izard,"Elvesia P., Batch 32",1546,2015,70.0,United States of America,2.75,None,Dominican Republic
Jacque Torres,Trinatario Treasure,5,2006,71.0,United States of America,2.0,,Ghana
Jordis,Madagascar,1534,2015,63.0,Czech Republic,2.75,,Madagascar
Just Good Chocolate,Belize,1375,2014,70.0,United States of America,3.5,,Belize
Just Good Chocolate,Madagascar,1375,2014,70.0,United States of America,3.5,,Madagascar
Just Good Chocolate,Peru,1375,2014,70.0,United States of America,4.0,None,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70.0,Dominican Republic,3.5,None,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82.0,Dominican Republic,3.0,None,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55.0,Dominican Republic,3.25,None,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62.0,Dominican Republic,3.25,None,Dominican Republic
Kakao,Peru,837,2012,64.0,Germany,2.5,None,Peru
Kakao,Vanuatu,387,2009,65.0,Germany,3.75,,Vanuatu
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70.0,Ecuador,3.0,None,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70.0,Ecuador,3.5,None,Ecuador
Kallari (Ecuatoriana),Roberto,245,2008,75.0,Ecuador,2.75,None,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85.0,Ecuador,2.5,None,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85.0,Ecuador,2.75,None,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85.0,Ecuador,3.0,None,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75.0,Ecuador,2.5,None,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85.0,Ecuador,3.0,None,Ecuador
Kaoka (Cemoi),Noir,404,2009,70.0,France,2.75,None,Unknown
Kaoka (Cemoi),Ecuador,423,2009,80.0,France,2.75,None,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70.0,United States of America,3.75,None,Dominican Republic
Ki' Xocolatl,Dark,431,2009,72.0,Mexico,2.0,None,Mexico
Kiskadee,"La Red, Guanconjeco",1251,2014,60.0,United States of America,3.0,,Dominican Republic
Kto,San Martin,1422,2014,72.0,United States of America,2.5,None,Peru
Kto,Ocumare,1422,2014,72.0,United States of America,2.75,None,Venezuela
Kto,Belize,1422,2014,72.0,United States of America,3.0,,Belize
Kto,Sambirano Valley,1422,2014,72.0,United States of America,3.25,,Madagascar
Kto,Belize,1426,2014,90.0,United States of America,3.25,,Belize
Kto,Elvesia,1426,2014,72.0,United States of America,3.25,None,Dominican Republic
Kto,ROIG,1426,2014,72.0,United States of America,3.25,None,Dominican Republic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70.0,United States of America,3.25,None,Haiti
K'ul,"Maranon, Fortunato No. 4",1852,2016,70.0,United States of America,2.75,,Peru
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70.0,United States of America,3.75,None,Ecuador
K'ul,"Bahia, Fazenda Camboa",1852,2016,70.0,United States of America,3.75,,Brazil
L.A. Burdick (Felchlin),Peru,891,2012,74.0,United States of America,3.25,None,Peru
L.A. Burdick (Felchlin),Brazil,891,2012,70.0,United States of America,4.0,None,Brazil
L.A. Burdick (Felchlin),Chuao,927,2012,68.0,United States of America,3.75,,Venezuela
L.A. Burdick (Felchlin),Quito,682,2011,74.0,United States of America,3.75,None,Ecuador
L.A. Burdick (Felchlin),Grenada,576,2010,75.0,United States of America,3.25,,Grenada
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74.0,United States of America,3.75,None,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,597,2010,71.0,United States of America,3.0,None,Venezuela
L.A. Burdick (Felchlin),Madagascar,431,2009,64.0,United States of America,3.5,,Madagascar
L.A. Burdick (Felchlin),Bolivian,451,2009,68.0,United States of America,3.0,None,Bolivia
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70.0,Japan,2.25,,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70.0,Japan,2.5,,Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70.0,Japan,3.0,,Peru
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70.0,Japan,3.0,,Belize
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,None,Other
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60.0,France,3.25,None,Trinidad Tobago
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56.0,France,3.25,None,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.0,France,3.5,None,Dominican Republic
La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,,Grenada
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.0,France,3.5,,Venezuela
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60.0,France,3.0,None,Unknown
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.0,France,3.75,None,Unknown
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,,Venezuela
La Oroquidea,Peruvian Amazon,721,2011,72.0,Peru,2.5,None,Peru
La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,None,Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75.0,France,2.75,,Madagascar
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75.0,France,2.75,,Vietnam
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75.0,France,3.0,None,Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.0,France,3.25,None,Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75.0,France,3.0,None,Cote d'Ivorie
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75.0,France,3.5,,Sao Tome & Principe
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.0,France,3.25,None,Brazil
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75.0,France,3.75,,Vietnam
Laia aka Chat-Noir,Cuba,1434,2014,70.0,France,2.75,None,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68.0,France,2.75,None,Trinidad Tobago
Lajedo do Ouro,Catongo,927,2012,70.0,Brazil,3.5,,Brazil
Lake Champlain (Callebaut),Tanzania,327,2009,75.0,United States of America,2.5,None,Tanzania
L'Amourette,Rugoso,1784,2016,80.0,United States of America,3.5,,Nicaragua
L'Amourette,Carenero Superior,833,2012,75.0,United States of America,3.0,,Venezuela
L'Amourette,Rio Caribe,833,2012,75.0,United States of America,3.0,,Venezuela
L'Amourette,Blend,853,2012,72.0,United States of America,3.0,,Peru
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70.0,United States of America,3.5,None,Honduras
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70.0,United States of America,3.25,None,Belize
Letterpress,Liberia,1728,2016,70.0,United States of America,3.25,None,Liberia
Letterpress,Beniamo,1562,2015,70.0,United States of America,3.25,None,Bolivia
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70.0,United States of America,3.5,,Trinidad Tobago
Letterpress,San Andres,1566,2015,70.0,United States of America,3.0,None,Costa Rica
Letterpress,"La Red, Guaconejo",1566,2015,70.0,United States of America,3.25,None,Dominican Republic
Letterpress,Kokoa Kamili,1566,2015,70.0,United States of America,3.5,None,Tanzania
Letterpress,Maranura,1371,2014,70.0,United States of America,3.5,,Peru
Levy,Sambirano,1231,2014,71.0,Finland,3.5,,Madagascar
Lilla,Madagascar,1856,2016,70.0,Finland,3.0,,Madagascar
